Song_Id,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
3896,44.0,27.0,32.0,89.0,1.6225165562913908,14.0,5.0
3897,50.0,49.0,76.0,12.0,0.0,12.0,3.0
3898,60.0,24.0,39.0,57.0,0.0,8.0,3.0
3910,28.0,51.439293598233995,20.0,19.0,0.0,30.0,3.0
3911,70.0,51.439293598233995,59.0,55.0,0.0,27.0,12.0
3914,65.0,23.0,80.0,14.0,63.0,11.0,6.0
3929,63.5,44.5,51.0,44.0,0.0,16.559050772626932,4.5
3935,82.0,54.0,44.0,6.0,0.0,33.0,7.0
3938,57.5,23.5,67.0,4.0,0.0,24.5,3.5
3941,89.0,59.0,64.0,5.0,1.6225165562913908,19.0,7.0
3951,56.0,39.0,55.0,14.0,0.0,11.0,13.0
3952,79.0,51.439293598233995,86.0,4.0,0.0,8.0,11.0
3959,78.5,56.0,73.0,33.5,0.0,9.0,7.5
3965,67.0,72.0,74.0,30.0,0.0,36.0,4.0
3979,75.0,36.0,76.0,12.0,0.0,10.0,10.101545253863135
3983,62.0,51.439293598233995,73.0,10.0,1.6225165562913908,18.118101545253865,11.0
3985,77.0,53.0,64.0,74.0,0.0,17.0,14.0
3987,73.5,44.0,51.5,39.5,0.0,9.5,23.0
3996,75.0,35.0,48.0,84.0,0.0,10.0,12.0
3997,78.0,55.0,57.0,4.0,0.0,10.0,8.0
3998,68.0,57.0,64.24366041896361,26.994487320837926,0.0,10.0,10.101545253863135
3999,57.0,24.0,64.24366041896361,11.0,18.0,16.0,3.0
4003,50.0,67.0,89.0,0.0,0.0,19.0,8.0
4005,37.0,17.0,67.0,2.0,1.6225165562913908,34.0,9.0
4008,66.0,18.0,68.0,9.0,0.0,12.0,4.0
4021,48.0,50.0,80.0,40.0,0.0,37.0,20.0
4025,52.0,44.0,60.0,40.0,0.0,26.0,3.0
4031,66.94701986754967,33.0,44.0,62.0,0.0,18.118101545253865,6.0
4035,41.0,65.0,88.0,0.0,0.0,26.0,5.0
4039,64.0,51.0,63.0,12.0,0.0,19.0,5.0
4045,84.0,85.0,68.0,58.0,0.0,22.0,10.101545253863135
4054,56.0,20.0,43.0,89.0,0.0,12.0,4.0
4057,92.0,78.0,62.0,18.0,0.0,6.0,10.0
4061,41.0,23.0,40.0,27.0,0.0,30.0,5.0
4063,51.0,14.0,59.0,65.0,18.0,25.0,3.0
4066,84.0,55.0,47.0,26.0,0.0,20.0,64.0
4069,74.0,51.0,45.0,86.0,0.0,21.0,38.0
4072,60.0,11.0,33.0,90.0,0.0,8.0,5.0
4074,66.94701986754967,93.0,86.0,8.0,1.6225165562913908,14.0,3.0
4076,77.0,61.719646799117,71.5,43.5,0.0,15.0,3.5
4080,72.0,92.0,77.0,9.0,0.0,8.0,11.0
4082,44.0,52.0,94.0,11.0,0.0,4.0,29.0
4083,81.0,59.0,83.0,9.0,0.0,11.0,5.0
4084,70.0,57.0,64.24366041896361,23.0,0.0,8.0,32.0
4086,74.5,41.5,72.5,18.0,0.0,28.559050772626932,6.0
4087,73.5,81.5,75.5,31.497243660418963,0.0,20.5,26.0
4092,62.0,7.0,62.0,6.0,0.0,58.0,6.0
4094,73.0,71.0,69.0,53.0,0.0,32.0,9.0
4096,92.0,55.0,70.0,18.0,0.0,15.0,7.0
4097,52.5,26.5,32.0,95.5,12.5,39.0,10.101545253863135
4105,78.0,64.0,69.0,4.0,0.0,7.0,14.0
4111,52.0,44.0,49.5,62.0,0.0,9.0,17.0
4115,89.0,89.0,86.0,16.0,0.0,8.0,5.0
4118,87.0,52.0,52.0,31.0,0.0,28.0,24.0
4121,63.0,29.0,51.0,43.0,0.0,25.0,10.101545253863135
4123,47.0,33.0,68.0,24.0,0.0,22.0,10.101545253863135
4126,66.94701986754967,10.0,85.0,7.0,0.0,8.0,20.0
4128,67.0,60.5,72.5,11.5,0.0,45.0,4.0
4132,31.0,31.0,24.0,76.0,1.6225165562913908,14.0,4.0
4137,66.94701986754967,89.0,83.0,26.994487320837926,0.0,8.0,4.0
4139,68.0,40.0,79.0,33.0,0.0,30.0,6.0
4140,68.0,51.439293598233995,49.0,56.0,0.0,8.0,4.0
4144,45.0,24.0,62.0,8.0,0.0,16.0,3.0
4145,80.0,46.0,62.0,3.0,6.0,11.0,46.0
4146,48.0,55.0,84.0,43.0,0.0,15.0,12.0
4152,51.0,69.0,81.0,0.0,0.0,21.0,5.0
4166,68.0,33.0,43.0,38.0,0.0,36.0,14.0
4170,32.0,51.439293598233995,72.0,0.0,0.0,9.0,4.0
4172,64.0,11.0,53.0,1.0,0.0,25.0,27.0
4177,68.0,83.0,71.0,3.0,1.6225165562913908,18.118101545253865,10.101545253863135
4178,77.0,51.0,79.0,20.0,0.0,26.0,6.0
4179,60.0,46.0,71.0,3.0,0.0,16.0,4.0
4183,68.0,80.0,92.0,10.0,0.0,9.0,12.0
4186,61.0,38.0,62.0,14.0,0.0,23.0,40.0
4191,61.0,51.439293598233995,48.0,21.0,0.0,12.0,6.0
4200,70.0,26.0,56.0,14.0,83.0,11.0,5.0
4203,92.0,73.0,51.0,55.0,0.0,15.0,6.0
4204,80.0,26.0,85.0,23.0,0.0,11.0,21.0
4206,77.0,79.0,62.0,33.0,1.0,15.0,3.0
4210,95.0,78.0,66.0,3.0,0.0,4.0,6.0
4217,44.0,38.0,77.0,9.0,0.0,9.0,20.0
4219,68.0,45.0,71.0,18.0,0.0,11.0,25.0
4227,67.0,55.0,67.0,60.0,0.0,80.0,5.0
4228,66.94701986754967,51.0,79.0,5.0,0.0,16.0,5.0
4231,55.0,56.0,82.0,12.0,0.0,34.0,5.0
4232,76.0,26.0,70.0,1.0,0.0,41.0,6.0
4234,71.0,80.0,65.0,51.0,0.0,22.0,32.0
4238,75.0,64.0,52.0,26.994487320837926,0.0,18.118101545253865,3.0
4239,66.94701986754967,75.0,85.0,26.994487320837926,1.0,11.0,4.0
4253,74.0,61.0,83.0,11.0,0.0,35.0,6.0
4254,92.0,59.0,51.0,41.0,51.0,18.118101545253865,8.0
4258,80.0,26.0,46.0,18.497243660418963,0.0,11.5,10.0
4260,72.0,59.0,76.0,24.0,0.0,42.0,10.101545253863135
4262,66.94701986754967,69.0,53.0,12.0,1.6225165562913908,23.0,3.0
4264,69.0,51.439293598233995,88.0,5.0,0.0,29.0,8.0
4270,59.0,73.0,45.0,44.0,0.0,34.0,3.0
4273,75.0,59.0,81.0,7.5,0.0,10.0,22.0
4275,51.0,32.0,43.0,83.0,0.0,9.0,3.0
4279,82.0,62.0,74.0,10.0,0.0,18.118101545253865,7.0
4281,70.5,78.5,65.1218302094818,6.5,0.0,20.5,10.5
4286,63.5,43.5,56.0,34.5,0.0,15.0,12.0
4288,63.0,75.0,75.0,17.0,0.0,11.0,8.0
4290,65.0,27.0,69.0,26.994487320837926,0.0,53.0,4.0
4291,81.0,77.0,79.0,19.0,0.0,47.0,8.0
4296,77.0,68.0,70.0,6.0,0.0,17.0,20.0
4299,62.0,56.0,64.24366041896361,18.0,0.0,12.0,5.0
4301,53.473509933774835,46.5,40.5,64.0,0.0,9.0,5.0
4303,68.5,42.5,54.5,59.0,0.8112582781456954,23.0,5.0
4304,73.0,31.0,45.0,85.0,24.0,11.0,3.0
4305,61.0,41.0,74.0,21.0,0.0,40.0,10.101545253863135
4310,71.0,50.719646799117,46.0,46.5,0.8112582781456954,20.5,18.05077262693157
4314,65.0,79.0,66.0,31.0,0.0,22.0,7.0
4320,64.0,14.0,70.0,9.0,0.0,9.0,8.0
4321,90.0,79.0,71.0,26.0,0.0,18.118101545253865,37.0
4327,56.0,21.0,44.0,73.0,0.0,11.0,2.0
4330,65.0,51.0,55.0,73.0,0.0,14.0,3.0
4341,70.0,29.0,73.0,12.0,0.0,11.0,26.0
4343,82.0,53.0,53.5,2.5,0.0,38.5,4.0
4348,81.0,60.719646799117,71.5,21.0,0.0,7.0,14.0
4349,33.0,39.0,61.0,32.0,0.0,77.0,3.0
4354,76.0,58.0,84.0,10.0,0.0,13.0,10.0
4356,70.0,76.0,72.0,22.0,0.0,27.0,4.0
4367,65.0,49.0,78.0,0.0,0.0,17.0,4.0
4369,57.0,47.0,84.0,1.0,1.0,52.0,4.0
4372,47.0,7.0,50.0,32.0,0.0,7.0,4.0
4378,50.0,44.0,76.0,10.0,0.0,32.0,5.0
4385,52.0,20.0,85.0,26.994487320837926,0.0,7.0,5.0
4387,64.0,76.0,44.0,70.0,9.0,12.0,4.0
4388,76.5,83.5,67.5,27.497243660418963,0.0,56.0,5.5
4390,61.0,32.0,90.0,25.0,0.0,10.0,9.0
4399,67.0,22.0,59.0,76.0,1.0,15.0,16.0
4401,53.0,51.439293598233995,81.0,5.0,0.0,36.0,4.0
4403,77.0,72.0,87.0,26.994487320837926,1.6225165562913908,7.0,5.0
4409,93.0,61.0,74.0,9.0,0.0,17.0,8.0
4410,74.0,76.0,76.0,6.0,0.0,10.0,9.0
4413,51.473509933774835,57.219646799117,64.0,6.0,0.0,12.0,5.5
4419,59.0,67.0,81.5,34.99724366041896,0.0,28.0,5.0
4420,88.0,28.0,64.24366041896361,6.0,0.0,13.0,31.0
4422,70.31567328918322,41.0,64.33333333333333,28.333333333333332,0.3333333333333333,15.666666666666666,12.666666666666666
4428,74.0,71.0,89.0,26.994487320837926,61.0,15.0,5.0
4431,63.0,85.0,62.0,26.994487320837926,0.0,35.0,4.0
4435,57.0,30.0,89.0,10.0,0.0,33.0,8.0
4437,57.0,30.0,40.0,38.0,0.0,26.0,3.0
4442,69.5,63.0,60.0,21.0,0.0,25.0,10.5
4443,50.0,85.0,52.0,11.0,0.0,28.0,6.0
4446,31.0,4.0,86.0,1.0,0.0,28.0,17.0
4453,59.0,22.0,38.0,26.994487320837926,0.0,12.0,3.0
4460,76.0,49.0,56.0,80.0,1.6225165562913908,10.0,13.0
4466,87.0,82.0,53.0,10.0,0.0,5.0,8.0
4467,70.0,83.0,84.0,31.0,0.0,47.0,30.0
4471,42.0,7.0,24.0,83.0,1.0,12.0,6.0
4473,78.0,47.0,76.0,11.333333333333334,1.0816777041942605,20.333333333333332,10.666666666666666
4477,58.0,44.0,60.0,44.0,9.0,5.0,6.0
4478,66.0,16.0,57.0,10.0,1.0,12.0,3.0
4479,63.0,36.0,73.0,0.0,0.0,36.0,4.0
4482,80.0,81.0,67.0,4.0,0.0,8.0,6.0
4483,87.0,82.0,70.0,42.0,1.6225165562913908,21.0,5.0
4486,87.0,28.0,50.0,12.0,0.0,10.0,10.101545253863135
4491,66.94701986754967,52.0,48.0,38.0,5.0,10.0,11.0
4495,74.0,46.0,58.0,15.0,0.0,13.0,8.0
4497,70.0,85.0,41.0,71.0,0.0,45.0,5.0
4506,85.0,42.0,64.24366041896361,6.0,0.0,17.0,14.0
4507,77.0,84.0,89.0,17.0,0.0,43.0,5.0
4509,64.0,25.0,89.0,0.0,0.0,15.0,9.0
4514,84.5,53.0,73.5,27.5,0.0,15.5,25.0
4517,59.0,63.0,89.0,18.0,0.0,80.0,9.0
4518,53.0,66.0,85.0,2.0,0.0,24.0,4.0
4531,50.973509933774835,63.5,46.5,46.5,0.0,11.559050772626932,4.5
4532,71.0,40.0,50.0,16.0,0.0,16.0,22.0
4536,74.0,35.0,84.0,0.0,0.0,11.0,6.0
4543,65.0,72.0,95.0,31.0,0.0,18.118101545253865,5.0
4550,78.0,65.0,52.0,46.0,0.0,12.0,31.0
4555,87.0,46.0,60.0,1.0,0.0,13.0,16.0
4557,83.0,25.0,69.0,4.0,0.0,23.0,12.0
4558,49.0,48.0,67.0,10.0,0.0,26.0,3.0
4571,95.0,51.439293598233995,52.0,3.0,0.0,5.0,16.0
4573,70.0,31.0,34.0,60.0,1.0,11.0,4.0
4577,78.0,58.0,45.0,47.0,0.0,18.0,3.0
4581,64.5,71.719646799117,76.6218302094818,37.0,0.0,9.0,5.5
4583,84.0,43.0,75.0,5.0,0.0,6.0,8.0
4587,49.0,24.0,66.0,19.0,0.0,18.118101545253865,29.0
4588,58.0,30.0,46.0,14.0,0.0,9.0,3.0
4591,88.0,82.0,80.0,8.0,0.0,11.0,10.101545253863135
4594,56.0,48.0,73.0,0.0,0.0,35.0,4.0
4595,77.0,74.0,64.24366041896361,30.0,0.0,13.0,3.0
4600,66.94701986754967,63.0,45.0,48.0,0.0,18.0,4.0
4601,84.0,72.0,74.0,10.0,0.0,34.0,7.0
4622,83.0,47.0,80.0,2.0,0.0,24.0,9.0
4626,34.0,51.439293598233995,56.0,4.0,0.0,11.0,3.0
4635,52.0,66.0,73.0,34.0,0.0,31.0,6.0
4647,63.0,51.439293598233995,85.0,1.0,0.0,9.0,5.0
4649,45.0,27.0,33.0,82.0,0.0,14.0,4.0
4651,64.0,61.0,91.0,15.0,0.0,72.0,4.0
4657,60.0,40.0,89.0,9.0,0.0,60.0,6.0
4658,60.0,37.0,71.0,8.0,0.0,48.0,4.0
4659,72.0,36.0,72.0,26.0,6.0,11.0,4.0
4668,51.0,27.0,33.0,48.0,0.0,22.0,3.0
4673,59.0,15.0,64.0,43.0,90.0,12.0,10.0
4675,65.0,19.0,72.0,10.0,0.0,13.0,25.0
4688,64.0,63.0,55.5,29.5,0.0,26.0,6.5
4695,79.0,58.0,62.0,11.0,0.0,11.0,23.0
4696,60.0,13.0,53.0,4.0,0.0,21.0,4.0
4699,67.0,49.0,64.0,10.0,0.0,10.0,3.0
4705,86.0,89.0,79.0,17.0,0.0,11.0,6.0
4709,77.0,59.813097866078,61.333333333333336,41.0,0.0,18.666666666666668,24.666666666666668
4715,51.0,5.0,68.0,12.0,2.0,15.0,6.0
4720,81.0,6.0,84.0,26.994487320837926,23.0,6.0,6.0
4722,62.0,24.0,65.5,40.0,0.0,28.5,3.5
4729,60.0,23.0,57.0,0.0,2.0,27.0,3.0
4737,66.0,19.0,32.0,69.0,0.0,12.0,4.0
4742,77.0,36.0,63.0,1.0,0.0,36.0,5.0
4746,80.0,38.0,88.0,11.0,0.0,11.0,5.0
4748,61.0,39.0,64.24366041896361,37.0,0.0,11.0,3.0
4753,79.0,58.0,78.0,34.0,0.0,11.0,25.0
4756,52.0,52.0,68.0,46.0,0.0,15.0,4.0
4762,54.0,22.0,76.0,0.0,0.0,14.0,3.0
4764,65.0,11.0,58.0,0.0,0.0,12.0,9.0
4768,62.0,62.5,61.0,16.0,1.0,18.0,3.5
4772,83.0,40.0,55.0,16.0,0.0,14.0,23.0
4774,85.0,22.0,37.0,13.0,0.0,7.0,30.0
4780,67.0,88.0,54.0,51.0,0.0,9.0,4.0
4785,74.0,78.0,37.0,84.0,0.0,6.0,3.0
4790,65.0,46.0,47.0,12.0,0.0,13.0,16.0
4799,65.5,43.0,53.0,28.5,0.0,21.5,12.5
4800,78.0,55.0,60.0,59.0,0.0,18.118101545253865,4.0
4804,62.973509933774835,44.5,63.5,22.0,0.0,11.559050772626932,29.0
4818,78.0,47.219646799117,68.5,33.0,0.0,11.5,18.5
4820,85.0,22.0,62.0,12.0,0.0,28.0,9.0
4821,87.0,53.0,52.0,66.0,1.0,11.0,5.0
4823,45.0,67.0,90.0,9.0,11.0,10.0,5.0
4828,73.0,64.0,85.0,25.0,0.0,61.0,3.0
4829,76.0,91.0,50.0,54.0,0.0,7.0,5.0
4830,53.0,50.0,53.0,23.0,0.0,44.0,7.0
4835,45.5,69.5,45.0,71.0,0.0,9.5,5.0
4837,68.0,38.0,88.0,1.0,1.6225165562913908,18.118101545253865,5.0
4840,44.0,41.0,92.0,0.0,0.0,44.0,7.0
4841,83.0,80.0,58.5,21.497243660418963,0.0,19.5,14.5
4842,53.0,34.0,47.0,9.0,0.0,83.0,4.0
4849,88.0,52.0,69.0,0.0,0.0,8.0,10.101545253863135
4850,66.94701986754967,40.0,90.0,1.0,0.0,32.0,6.0
4852,76.0,92.0,62.0,6.0,0.0,8.0,13.0
4853,77.0,20.0,70.0,1.0,0.0,16.0,5.0
4856,73.0,22.0,86.0,31.0,0.0,12.0,10.101545253863135
4859,57.0,42.0,65.0,2.0,0.0,12.0,12.0
4860,77.0,76.0,84.0,3.0,0.0,38.0,4.0
4861,54.0,19.0,48.0,36.0,0.0,37.0,5.0
4870,56.0,16.0,67.0,0.0,0.0,11.0,4.0
4871,86.0,68.0,79.0,39.0,0.0,11.0,29.0
4881,82.0,67.0,77.0,8.0,0.0,12.0,5.0
4889,71.0,83.0,89.0,1.0,0.0,17.0,9.0
4893,53.0,24.0,67.0,11.0,0.0,10.0,28.0
4896,81.0,56.0,48.0,21.0,0.0,8.0,33.0
4909,44.0,8.0,20.0,74.0,42.0,11.0,3.0
4912,80.0,82.0,80.0,43.0,0.0,14.0,4.0
4913,52.0,51.439293598233995,64.24366041896361,54.0,1.0,19.0,3.0
4914,60.0,41.5,77.5,31.0,0.0,36.5,12.0
4917,45.0,72.0,24.0,91.0,0.0,18.0,4.0
4938,63.0,31.0,35.0,93.0,0.0,29.0,3.0
4943,74.5,55.5,55.5,29.0,0.0,8.5,23.5
4944,63.0,34.0,86.0,26.0,0.0,21.0,39.0
4945,66.94701986754967,31.0,87.0,4.0,4.0,8.0,4.0
4950,81.0,51.439293598233995,64.0,3.0,0.0,10.0,11.0
4951,82.0,67.0,64.24366041896361,0.0,0.0,18.0,4.0
4957,78.0,89.0,83.0,10.0,0.0,12.0,5.0
4969,82.5,56.5,81.5,1.5,0.0,7.0,9.550772626931568
4974,84.0,44.0,67.0,8.0,0.0,11.0,6.0
4979,69.0,90.0,91.0,6.0,0.0,35.0,4.0
4986,85.0,40.0,43.0,4.0,0.0,39.0,10.101545253863135
4989,72.5,65.0,61.0,19.5,0.0,11.5,7.550772626931567
4991,70.66666666666667,58.813097866078,66.66666666666667,23.33149577361264,0.0,20.37270051508462,9.666666666666666
4994,48.0,37.0,41.0,32.0,0.0,10.0,10.0
4997,73.0,44.0,57.0,39.0,0.0,32.0,6.0
